holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
None,280.33,0.0,0.0,75,Clouds,broken clouds,2012-11-15 17:00:00,6396
None,278.97,0.0,0.0,90,Clouds,overcast clouds,2012-11-15 18:00:00,4717
None,278.64,0.0,0.0,90,Clouds,overcast clouds,2012-11-15 19:00:00,3398
None,278.12,0.0,0.0,90,Clouds,overcast clouds,2012-11-15 20:00:00,3258
None,278.05,0.0,0.0,90,Clouds,overcast clouds,2012-11-15 21:00:00,2681
None,279.5,0.0,0.0,90,Clouds,overcast clouds,2012-11-15 23:00:00,1367
None,279.5,0.0,0.0,90,Clouds,overcast clouds,2012-11-16 00:00:00,662
None,277.1,0.0,0.0,99,Rain,light rain,2012-11-16 01:00:00,435
None,277.1,0.0,0.0,99,Rain,light rain,2012-11-16 02:00:00,332
None,277.1,0.0,0.0,99,Rain,light rain,2012-11-16 03:00:00,391
None,277.1,0.0,0.0,99,Rain,light rain,2012-11-16 04:00:00,708
None,277.1,0.0,0.0,99,Rain,light rain,2012-11-16 05:00:00,2477
None,277.1,0.0,0.0,99,Rain,light rain,2012-11-16 06:00:00,5527
None,276.8,0.0,0.0,0,Clear,sky is clear,2012-11-16 07:00:00,6517
None,276.8,0.0,0.0,0,Clear,sky is clear,2012-11-16 08:00:00,5360
None,276.8,0.0,0.0,0,Clear,sky is clear,2012-11-16 09:00:00,5177
None,276.8,0.0,0.0,0,Clear,sky is clear,2012-11-16 10:00:00,4661
None,276.8,0.0,0.0,0,Clear,sky is clear,2012-11-16 11:00:00,5129
None,276.8,0.0,0.0,0,Clear,sky is clear,2012-11-16 12:00:00,5326
None,276.8,0.0,0.0,0,Clear,sky is clear,2012-11-16 13:00:00,5488
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 14:00:00,5489
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 15:00:00,5835
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 16:00:00,6427
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 17:00:00,6093
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 18:00:00,5074
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 19:00:00,3522
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 20:00:00,2818
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 21:00:00,2804
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 22:00:00,2639
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 23:00:00,1766
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-17 00:00:00,1091
None,270.94,0.0,0.0,0,Clear,sky is clear,2012-11-17 01:00:00,739
None,270.94,0.0,0.0,0,Clear,sky is clear,2012-11-17 02:00:00,642
None,270.94,0.0,0.0,0,Clear,sky is clear,2012-11-17 03:00:00,404
None,270.94,0.0,0.0,0,Clear,sky is clear,2012-11-17 04:00:00,407
None,266.83,0.0,0.0,1,Clear,sky is clear,2012-11-17 05:00:00,753
None,266.27,0.0,0.0,1,Clear,sky is clear,2012-11-17 06:00:00,1381
None,265.91,0.0,0.0,1,Clear,sky is clear,2012-11-17 07:00:00,2046
None,267.33,0.0,0.0,20,Clouds,few clouds,2012-11-17 08:00:00,3031
None,270.82,0.0,0.0,20,Clouds,few clouds,2012-11-17 09:00:00,3842
None,273.55,0.0,0.0,20,Clouds,few clouds,2012-11-17 10:00:00,4233
None,275.85,0.0,0.0,20,Clouds,few clouds,2012-11-17 11:00:00,4416
None,277.61,0.0,0.0,20,Clouds,few clouds,2012-11-17 12:00:00,4753
None,278.64,0.0,0.0,40,Clouds,scattered clouds,2012-11-17 13:00:00,4525
None,279.34,0.0,0.0,40,Clouds,scattered clouds,2012-11-17 14:00:00,4628
None,279.39,0.0,0.0,40,Clouds,scattered clouds,2012-11-17 15:00:00,4546
None,278.73,0.0,0.0,40,Clouds,scattered clouds,2012-11-17 16:00:00,4516
None,276.5,0.0,0.0,40,Clouds,scattered clouds,2012-11-17 17:00:00,4468
None,274.33,0.0,0.0,20,Clouds,few clouds,2012-11-17 19:00:00,3265
None,274.43,0.0,0.0,20,Clouds,few clouds,2012-11-17 20:00:00,2608
None,274.45,0.0,0.0,20,Clouds,few clouds,2012-11-17 21:00:00,2770
None,274.4,0.0,0.0,1,Clear,sky is clear,2012-11-17 22:00:00,2661
None,274.78,0.0,0.0,1,Clear,sky is clear,2012-11-17 23:00:00,2191
None,275.15,0.0,0.0,1,Clear,sky is clear,2012-11-18 00:00:00,1293
None,275.25,0.0,0.0,1,Clear,sky is clear,2012-11-18 01:00:00,861
None,275.62,0.0,0.0,1,Clear,sky is clear,2012-11-18 02:00:00,644
None,275.89,0.0,0.0,1,Haze,haze,2012-11-18 03:00:00,368
None,276.16,0.0,0.0,1,Haze,haze,2012-11-18 04:00:00,293
None,276.29,0.0,0.0,1,Clear,sky is clear,2012-11-18 05:00:00,482
None,276.24,0.0,0.0,1,Clear,sky is clear,2012-11-18 06:00:00,774
None,276.2,0.0,0.0,20,Clouds,few clouds,2012-11-18 07:00:00,1052
None,277.08,0.0,0.0,75,Haze,haze,2012-11-18 08:00:00,1722
None,279.0,0.0,0.0,75,Haze,haze,2012-11-18 09:00:00,2561
None,281.2,0.0,0.0,75,Clouds,broken clouds,2012-11-18 10:00:00,3232
None,283.49,0.0,0.0,75,Clouds,broken clouds,2012-11-18 11:00:00,3630
None,285.53,0.0,0.0,90,Clouds,overcast clouds,2012-11-18 12:00:00,3999
None,285.96,0.0,0.0,75,Clouds,broken clouds,2012-11-18 13:00:00,4075
None,285.95,0.0,0.0,75,Clouds,broken clouds,2012-11-18 14:00:00,3966
None,285.65,0.0,0.0,75,Clouds,broken clouds,2012-11-18 15:00:00,4083
None,285.05,0.0,0.0,75,Clouds,broken clouds,2012-11-18 16:00:00,4277
None,284.31,0.0,0.0,75,Clouds,broken clouds,2012-11-18 17:00:00,4368
None,284.17,0.0,0.0,90,Clouds,overcast clouds,2012-11-18 18:00:00,3504
None,284.17,0.0,0.0,90,Clouds,overcast clouds,2012-11-18 19:00:00,3575
None,284.17,0.0,0.0,90,Clouds,overcast clouds,2012-11-18 20:00:00,2702
None,283.94,0.0,0.0,90,Clouds,overcast clouds,2012-11-18 21:00:00,2007
None,283.65,0.0,0.0,90,Clouds,overcast clouds,2012-11-18 22:00:00,1505
None,283.55,0.0,0.0,90,Clouds,overcast clouds,2012-11-18 23:00:00,961
None,283.01,0.0,0.0,90,Clouds,overcast clouds,2012-11-19 00:00:00,476
None,282.54,0.0,0.0,90,Clouds,overcast clouds,2012-11-19 01:00:00,311
None,282.45,0.0,0.0,90,Clouds,overcast clouds,2012-11-19 02:00:00,268
None,282.02,0.0,0.0,90,Clouds,overcast clouds,2012-11-19 03:00:00,364
None,281.8,0.0,0.0,90,Clouds,overcast clouds,2012-11-19 04:00:00,789
None,281.06,0.0,0.0,90,Clouds,overcast clouds,2012-11-19 05:00:00,2579
None,280.5,0.0,0.0,40,Clouds,scattered clouds,2012-11-19 06:00:00,5546
None,280.03,0.0,0.0,40,Clouds,scattered clouds,2012-11-19 07:00:00,6831
None,280.0,0.0,0.0,40,Clouds,scattered clouds,2012-11-19 08:00:00,5884
None,281.48,0.0,0.0,40,Clouds,scattered clouds,2012-11-19 09:00:00,5133
None,282.85,0.0,0.0,75,Clouds,broken clouds,2012-11-19 10:00:00,4518
None,284.13,0.0,0.0,40,Clouds,scattered clouds,2012-11-19 11:00:00,4564
None,285.5,0.0,0.0,1,Clear,sky is clear,2012-11-19 12:00:00,4925
None,286.43,0.0,0.0,1,Clear,sky is clear,2012-11-19 13:00:00,4866
None,287.18,0.0,0.0,20,Clouds,few clouds,2012-11-19 14:00:00,5118
None,286.68,0.0,0.0,40,Clouds,scattered clouds,2012-11-19 15:00:00,5473
None,286.02,0.0,0.0,75,Clouds,broken clouds,2012-11-19 16:00:00,6276
None,284.55,0.0,0.0,40,Clouds,scattered clouds,2012-11-19 17:00:00,5908
None,284.64,0.0,0.0,40,Clouds,scattered clouds,2012-11-19 18:00:00,4239
None,284.34,0.0,0.0,75,Clouds,broken clouds,2012-11-19 19:00:00,3011
None,284.04,0.0,0.0,75,Clouds,broken clouds,2012-11-19 20:00:00,2644
None,283.5,0.0,0.0,75,Clouds,broken clouds,2012-11-19 21:00:00,2150
None,282.96,0.0,0.0,75,Clouds,broken clouds,2012-11-19 22:00:00,1539
None,282.38,0.0,0.0,40,Clouds,scattered clouds,2012-11-19 23:00:00,970
None,282.09,0.0,0.0,75,Clouds,broken clouds,2012-11-20 00:00:00,504
None,281.77,0.0,0.0,75,Clouds,broken clouds,2012-11-20 01:00:00,327
None,282.35,0.0,0.0,75,Clouds,broken clouds,2012-11-20 02:00:00,254
None,282.26,0.0,0.0,75,Clouds,broken clouds,2012-11-20 03:00:00,346
None,282.37,0.0,0.0,75,Clouds,broken clouds,2012-11-20 04:00:00,775
None,282.52,0.0,0.0,75,Clouds,broken clouds,2012-11-20 05:00:00,2568
None,282.43,0.0,0.0,90,Clouds,overcast clouds,2012-11-20 06:00:00,5647
None,282.01,0.0,0.0,75,Clouds,broken clouds,2012-11-20 07:00:00,6824
None,282.33,0.0,0.0,75,Clouds,broken clouds,2012-11-20 08:00:00,5989
None,283.08,0.0,0.0,75,Clouds,broken clouds,2012-11-20 09:00:00,5419
None,283.53,0.0,0.0,40,Clouds,scattered clouds,2012-11-20 10:00:00,4826
None,285.74,0.0,0.0,40,Clouds,scattered clouds,2012-11-20 11:00:00,5003
None,286.67,0.0,0.0,40,Clouds,scattered clouds,2012-11-20 12:00:00,5099
None,287.41,0.0,0.0,40,Clouds,scattered clouds,2012-11-20 13:00:00,5264
None,287.74,0.0,0.0,40,Clouds,scattered clouds,2012-11-20 14:00:00,5561
None,287.73,0.0,0.0,40,Clouds,scattered clouds,2012-11-20 15:00:00,5721
None,286.53,0.0,0.0,40,Clouds,scattered clouds,2012-11-20 16:00:00,6521
None,283.85,0.0,0.0,40,Clouds,scattered clouds,2012-11-20 17:00:00,6019
None,281.47,0.0,0.0,20,Clouds,few clouds,2012-11-20 18:00:00,4525
None,280.54,0.0,0.0,1,Clear,sky is clear,2012-11-20 19:00:00,3385
None,279.11,0.0,0.0,1,Clear,sky is clear,2012-11-20 20:00:00,2999
None,278.24,0.0,0.0,1,Clear,sky is clear,2012-11-20 21:00:00,2642
None,277.99,0.0,0.0,1,Clear,sky is clear,2012-11-20 22:00:00,2050
None,278.0,0.0,0.0,1,Haze,haze,2012-11-20 23:00:00,1211
None,277.74,0.0,0.0,20,Mist,mist,2012-11-21 00:00:00,667
None,277.23,0.0,0.0,1,Mist,mist,2012-11-21 01:00:00,399
None,276.49,0.0,0.0,1,Clear,sky is clear,2012-11-21 02:00:00,269
None,276.15,0.0,0.0,1,Clear,sky is clear,2012-11-21 03:00:00,412
None,275.06,0.0,0.0,1,Mist,mist,2012-11-21 04:00:00,746
None,273.99,0.0,0.0,1,Mist,mist,2012-11-21 05:00:00,2489
None,273.0,0.0,0.0,1,Mist,mist,2012-11-21 06:00:00,5343
None,273.0,0.0,0.0,1,Fog,fog,2012-11-21 06:00:00,5343
None,272.54,0.0,0.0,1,Mist,mist,2012-11-21 07:00:00,6138
None,272.54,0.0,0.0,1,Fog,fog,2012-11-21 07:00:00,6138
None,272.51,0.0,0.0,1,Haze,haze,2012-11-21 08:00:00,5413
None,272.51,0.0,0.0,1,Mist,mist,2012-11-21 08:00:00,5413
None,272.51,0.0,0.0,1,Fog,fog,2012-11-21 08:00:00,5413
None,274.66,0.0,0.0,1,Mist,mist,2012-11-21 09:00:00,5041
None,274.66,0.0,0.0,1,Haze,haze,2012-11-21 09:00:00,5041
None,274.66,0.0,0.0,1,Fog,fog,2012-11-21 09:00:00,5041
None,276.57,0.0,0.0,1,Haze,haze,2012-11-21 10:00:00,4875
None,276.57,0.0,0.0,1,Fog,fog,2012-11-21 10:00:00,4875
None,278.81,0.0,0.0,1,Mist,mist,2012-11-21 11:00:00,5266
None,280.95,0.0,0.0,20,Clouds,few clouds,2012-11-21 12:00:00,5656
None,283.13,0.0,0.0,20,Clouds,few clouds,2012-11-21 13:00:00,5561
None,283.91,0.0,0.0,20,Clouds,few clouds,2012-11-21 14:00:00,5963
None,284.22,0.0,0.0,20,Clouds,few clouds,2012-11-21 15:00:00,5928
None,282.46,0.0,0.0,40,Clouds,scattered clouds,2012-11-21 16:00:00,5733
None,279.63,0.0,0.0,40,Clouds,scattered clouds,2012-11-21 17:00:00,4964
None,278.13,0.0,0.0,40,Clouds,scattered clouds,2012-11-21 18:00:00,4179
None,277.36,0.0,0.0,40,Clouds,scattered clouds,2012-11-21 19:00:00,3267
None,277.38,0.0,0.0,90,Clouds,overcast clouds,2012-11-21 20:00:00,2787
None,277.82,0.0,0.0,90,Clouds,overcast clouds,2012-11-21 21:00:00,2432
None,278.33,0.0,0.0,75,Clouds,broken clouds,2012-11-21 22:00:00,1972
None,278.49,0.0,0.0,20,Clouds,few clouds,2012-11-21 23:00:00,1399
Thanksgiving Day,278.54,0.0,0.0,20,Mist,mist,2012-11-22 00:00:00,919
None,278.97,0.0,0.0,1,Mist,mist,2012-11-22 01:00:00,634
None,279.35,0.0,0.0,1,Clear,sky is clear,2012-11-22 02:00:00,411
None,279.68,0.0,0.0,1,Clear,sky is clear,2012-11-22 03:00:00,317
None,279.36,0.0,0.0,1,Clear,sky is clear,2012-11-22 04:00:00,252
None,279.46,0.0,0.0,1,Clear,sky is clear,2012-11-22 05:00:00,380
None,279.93,0.0,0.0,20,Clouds,few clouds,2012-11-22 06:00:00,881
None,279.66,0.0,0.0,75,Clouds,broken clouds,2012-11-22 07:00:00,1094
None,279.47,0.0,0.0,75,Clouds,broken clouds,2012-11-22 08:00:00,1119
None,281.16,0.0,0.0,90,Haze,haze,2012-11-22 09:00:00,1674
None,283.0,0.0,0.0,75,Clouds,broken clouds,2012-11-22 10:00:00,2477
None,284.99,0.0,0.0,90,Clouds,overcast clouds,2012-11-22 11:00:00,3245
None,285.88,0.0,0.0,90,Clouds,overcast clouds,2012-11-22 12:00:00,3461
None,286.87,0.0,0.0,90,Clouds,overcast clouds,2012-11-22 13:00:00,3213
None,287.98,0.0,0.0,75,Clouds,broken clouds,2012-11-22 14:00:00,3090
None,288.46,0.0,0.0,75,Clouds,broken clouds,2012-11-22 15:00:00,3068
None,287.3,0.0,0.0,75,Clouds,broken clouds,2012-11-22 16:00:00,3152
None,285.57,0.0,0.0,75,Clouds,broken clouds,2012-11-22 17:00:00,3023
None,284.82,0.0,0.0,75,Clouds,broken clouds,2012-11-22 18:00:00,3083
None,285.57,0.0,0.0,40,Clouds,scattered clouds,2012-11-22 19:00:00,3010
None,287.12,0.0,0.0,75,Clouds,broken clouds,2012-11-22 20:00:00,3002
None,287.97,0.0,0.0,75,Clouds,broken clouds,2012-11-22 21:00:00,2533
None,288.23,0.0,0.0,75,Clouds,broken clouds,2012-11-22 22:00:00,1958
None,288.22,0.0,0.0,75,Clouds,broken clouds,2012-11-22 23:00:00,1390
None,287.46,0.0,0.0,75,Clouds,broken clouds,2012-11-23 00:00:00,693
None,286.67,0.0,0.0,20,Clouds,few clouds,2012-11-23 01:00:00,482
None,286.01,0.0,0.0,20,Clouds,few clouds,2012-11-23 02:00:00,370
None,285.37,0.0,0.0,20,Clouds,few clouds,2012-11-23 03:00:00,341
None,284.82,0.0,0.0,20,Clouds,few clouds,2012-11-23 04:00:00,456
None,284.58,0.0,0.0,75,Clouds,broken clouds,2012-11-23 05:00:00,1105
None,284.06,0.0,0.0,75,Clouds,broken clouds,2012-11-23 06:00:00,2069
None,283.35,0.0,0.0,75,Clouds,broken clouds,2012-11-23 07:00:00,2381
None,283.0,0.0,0.0,75,Clouds,broken clouds,2012-11-23 08:00:00,2364
None,283.89,0.0,0.0,75,Clouds,broken clouds,2012-11-23 09:00:00,2783
None,284.9,0.0,0.0,40,Clouds,scattered clouds,2012-11-23 10:00:00,3230
None,284.99,0.0,0.0,40,Clouds,scattered clouds,2012-11-23 11:00:00,3586
None,284.15,0.0,0.0,75,Clouds,broken clouds,2012-11-23 12:00:00,3947
None,282.15,0.0,0.0,75,Clouds,broken clouds,2012-11-23 13:00:00,3800
None,279.39,0.0,0.0,75,Clouds,broken clouds,2012-11-23 14:00:00,4231
None,277.38,0.0,0.0,75,Snow,heavy snow,2012-11-23 15:00:00,4174
None,276.44,0.0,0.0,90,Rain,light rain,2012-11-23 16:00:00,4079
None,276.44,0.0,0.0,90,Snow,heavy snow,2012-11-23 16:00:00,4079
None,274.35,0.0,0.0,90,Snow,heavy snow,2012-11-23 17:00:00,3900
None,274.35,0.0,0.0,90,Mist,mist,2012-11-23 17:00:00,3900
None,273.13,0.0,0.0,90,Snow,heavy snow,2012-11-23 18:00:00,3420
None,273.13,0.0,0.0,90,Mist,mist,2012-11-23 18:00:00,3420
None,272.42,0.0,0.0,90,Snow,snow,2012-11-23 19:00:00,2876
None,272.42,0.0,0.0,90,Fog,fog,2012-11-23 19:00:00,2876
None,272.42,0.0,0.0,90,Snow,heavy snow,2012-11-23 19:00:00,2876
None,272.42,0.0,0.0,90,Mist,mist,2012-11-23 19:00:00,2876
None,271.6,0.0,0.0,90,Snow,heavy snow,2012-11-23 20:00:00,2543
None,271.6,0.0,0.0,90,Mist,mist,2012-11-23 20:00:00,2543
None,271.6,0.0,0.0,90,Snow,snow,2012-11-23 20:00:00,2543
None,270.59,0.0,0.0,90,Haze,haze,2012-11-23 21:00:00,2221
None,269.61,0.0,0.0,90,Snow,heavy snow,2012-11-23 22:00:00,2148
None,268.72,0.0,0.0,90,Snow,heavy snow,2012-11-23 23:00:00,1512
None,268.72,0.0,0.0,90,Mist,mist,2012-11-23 23:00:00,1512
None,268.06,0.0,0.0,90,Snow,heavy snow,2012-11-24 00:00:00,917
None,267.76,0.0,0.0,90,Snow,heavy snow,2012-11-24 01:00:00,611
None,267.76,0.0,0.0,90,Haze,haze,2012-11-24 01:00:00,611
None,267.19,0.0,0.0,90,Snow,heavy snow,2012-11-24 02:00:00,470
None,266.59,0.0,0.0,90,Snow,heavy snow,2012-11-24 03:00:00,322
None,266.59,0.0,0.0,90,Mist,mist,2012-11-24 03:00:00,322
None,265.86,0.0,0.0,90,Snow,heavy snow,2012-11-24 04:00:00,299
None,265.6,0.0,0.0,90,Snow,heavy snow,2012-11-24 05:00:00,574
None,265.55,0.0,0.0,90,Snow,heavy snow,2012-11-24 06:00:00,1017
None,265.5,0.0,0.0,90,Snow,heavy snow,2012-11-24 07:00:00,1348
None,266.01,0.0,0.0,75,Snow,heavy snow,2012-11-24 08:00:00,1878
None,266.51,0.0,0.0,90,Snow,heavy snow,2012-11-24 09:00:00,2753
None,266.98,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 10:00:00,3178
None,267.78,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 11:00:00,3880
None,268.76,0.0,0.0,1,Clear,sky is clear,2012-11-24 12:00:00,4312
None,269.24,0.0,0.0,1,Clear,sky is clear,2012-11-24 13:00:00,4494
None,269.4,0.0,0.0,40,Clouds,scattered clouds,2012-11-24 14:00:00,4206
None,269.2,0.0,0.0,75,Clouds,broken clouds,2012-11-24 15:00:00,4204
None,269.15,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 16:00:00,4449
None,268.5,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 17:00:00,4357
None,267.82,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 18:00:00,3905
None,266.92,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 19:00:00,3068
None,265.61,0.0,0.0,90,Clouds,overcast clouds,2012-11-24 20:00:00,2779
None,262.33,0.0,0.0,1,Clear,sky is clear,2012-11-25 01:00:00,689
None,261.45,0.0,0.0,1,Clear,sky is clear,2012-11-25 02:00:00,536
None,261.08,0.0,0.0,1,Clear,sky is clear,2012-11-25 03:00:00,322
None,260.62,0.0,0.0,1,Clear,sky is clear,2012-11-25 04:00:00,271
None,260.24,0.0,0.0,1,Clear,sky is clear,2012-11-25 05:00:00,426
None,259.88,0.0,0.0,1,Clear,sky is clear,2012-11-25 06:00:00,726
None,259.78,0.0,0.0,1,Clear,sky is clear,2012-11-25 07:00:00,910
None,260.82,0.0,0.0,20,Clouds,few clouds,2012-11-25 08:00:00,1366
None,263.42,0.0,0.0,75,Clouds,broken clouds,2012-11-25 09:00:00,2222
None,265.24,0.0,0.0,20,Clouds,few clouds,2012-11-25 10:00:00,2918
None,266.31,0.0,0.0,75,Clouds,broken clouds,2012-11-25 11:00:00,3413
None,267.37,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 12:00:00,3724
None,268.13,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 13:00:00,3949
None,268.93,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 14:00:00,4076
None,269.41,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 15:00:00,4729
None,270.1,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 16:00:00,4880
None,270.37,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 17:00:00,4435
None,270.61,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 18:00:00,3749
None,270.98,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 19:00:00,3381
None,271.02,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 20:00:00,2809
None,270.98,0.0,0.0,90,Clouds,overcast clouds,2012-11-25 21:00:00,2150
None,270.97,0.0,0.0,90,Snow,heavy snow,2012-11-25 22:00:00,1533
None,270.97,0.0,0.0,40,Clouds,scattered clouds,2012-11-25 23:00:00,925
None,271.25,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 00:00:00,524
None,271.34,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 01:00:00,293
None,271.79,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 02:00:00,258
None,271.75,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 03:00:00,337
None,271.62,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 04:00:00,771
None,271.48,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 05:00:00,2496
None,271.14,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 06:00:00,5529
None,270.77,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 07:00:00,6752
None,270.73,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 08:00:00,5787
None,270.89,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 09:00:00,4699
None,270.97,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 10:00:00,4271
None,270.64,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 11:00:00,4314
None,270.39,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 12:00:00,4603
None,271.26,0.0,0.0,86,Clouds,overcast clouds,2012-11-26 13:00:00,4816
None,271.65,0.0,0.0,75,Snow,heavy snow,2012-11-26 15:00:00,5449
None,271.6,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 16:00:00,6238
None,271.36,0.0,0.0,75,Clouds,broken clouds,2012-11-26 17:00:00,5761
None,271.32,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 18:00:00,4022
None,271.29,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 19:00:00,2874
None,271.29,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 20:00:00,2362
None,270.6,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 21:00:00,2098
None,269.59,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 22:00:00,1342
None,268.57,0.0,0.0,90,Clouds,overcast clouds,2012-11-26 23:00:00,944
None,267.12,0.0,0.0,90,Clouds,overcast clouds,2012-11-27 00:00:00,459
None,265.53,0.0,0.0,75,Clouds,broken clouds,2012-11-27 01:00:00,303
None,264.4,0.0,0.0,75,Snow,heavy snow,2012-11-27 02:00:00,247
None,262.98,0.0,0.0,40,Clouds,scattered clouds,2012-11-27 03:00:00,337
None,262.44,0.0,0.0,40,Snow,heavy snow,2012-11-27 04:00:00,781
None,261.77,0.0,0.0,90,Snow,heavy snow,2012-11-27 05:00:00,2601
None,261.27,0.0,0.0,90,Snow,heavy snow,2012-11-27 06:00:00,5639
None,260.62,0.0,0.0,75,Clouds,broken clouds,2012-11-27 07:00:00,6768
None,260.47,0.0,0.0,40,Clouds,scattered clouds,2012-11-27 08:00:00,6116
None,261.12,0.0,0.0,1,Clear,sky is clear,2012-11-27 09:00:00,5215
None,262.6,0.0,0.0,1,Clear,sky is clear,2012-11-27 10:00:00,4315
None,263.5,0.0,0.0,1,Clear,sky is clear,2012-11-27 11:00:00,4497
None,264.4,0.0,0.0,1,Clear,sky is clear,2012-11-27 12:00:00,4799
None,265.23,0.0,0.0,1,Clear,sky is clear,2012-11-27 13:00:00,4884
None,266.06,0.0,0.0,1,Clear,sky is clear,2012-11-27 14:00:00,5234
None,266.17,0.0,0.0,1,Clear,sky is clear,2012-11-27 15:00:00,5665
None,266.01,0.0,0.0,1,Clear,sky is clear,2012-11-27 16:00:00,6428
None,264.93,0.0,0.0,1,Clear,sky is clear,2012-11-27 17:00:00,6092
None,264.26,0.0,0.0,1,Clear,sky is clear,2012-11-27 18:00:00,4317
None,263.8,0.0,0.0,1,Clear,sky is clear,2012-11-27 19:00:00,3137
None,263.33,0.0,0.0,1,Clear,sky is clear,2012-11-27 20:00:00,2647
None,263.47,0.0,0.0,1,Clear,sky is clear,2012-11-27 21:00:00,2194
None,263.55,0.0,0.0,1,Clear,sky is clear,2012-11-27 22:00:00,1523
None,263.83,0.0,0.0,1,Clear,sky is clear,2012-11-27 23:00:00,949
None,264.18,0.0,0.0,1,Clear,sky is clear,2012-11-28 00:00:00,510
None,264.21,0.0,0.0,20,Clouds,few clouds,2012-11-28 01:00:00,342
None,264.75,0.0,0.0,75,Clouds,broken clouds,2012-11-28 02:00:00,245
None,264.94,0.0,0.0,75,Clouds,broken clouds,2012-11-28 03:00:00,352
None,265.07,0.0,0.0,40,Clouds,scattered clouds,2012-11-28 04:00:00,759
None,265.25,0.0,0.0,75,Clouds,broken clouds,2012-11-28 05:00:00,2638
None,264.84,0.0,0.0,40,Clouds,scattered clouds,2012-11-28 06:00:00,5816
None,265.03,0.0,0.0,20,Clouds,few clouds,2012-11-28 07:00:00,6995
None,265.28,0.0,0.0,75,Clouds,broken clouds,2012-11-28 08:00:00,6071
None,267.05,0.0,0.0,40,Clouds,scattered clouds,2012-11-28 09:00:00,5228
None,268.83,0.0,0.0,75,Clouds,broken clouds,2012-11-28 10:00:00,4570
None,270.43,0.0,0.0,90,Clouds,overcast clouds,2012-11-28 11:00:00,4809
None,272.28,0.0,0.0,90,Clouds,overcast clouds,2012-11-28 12:00:00,4839
None,273.82,0.0,0.0,90,Clouds,overcast clouds,2012-11-28 13:00:00,4837
None,275.34,0.0,0.0,75,Clouds,broken clouds,2012-11-28 14:00:00,5290
None,276.01,0.0,0.0,90,Clouds,overcast clouds,2012-11-28 15:00:00,5621
None,275.25,0.0,0.0,40,Clouds,scattered clouds,2012-11-28 16:00:00,6116
None,273.84,0.0,0.0,75,Clouds,broken clouds,2012-11-28 17:00:00,5813
None,272.17,0.0,0.0,40,Clouds,scattered clouds,2012-11-28 18:00:00,4314
None,270.99,0.0,0.0,20,Clouds,few clouds,2012-11-28 19:00:00,3077
None,270.23,0.0,0.0,1,Clear,sky is clear,2012-11-28 20:00:00,2691
None,269.63,0.0,0.0,1,Clear,sky is clear,2012-11-28 21:00:00,2297
None,269.59,0.0,0.0,1,Clear,sky is clear,2012-11-28 22:00:00,1568
None,269.52,0.0,0.0,1,Clear,sky is clear,2012-11-28 23:00:00,1020
